,has_summ,soap_central,soapcentral_condensed,tvmega_recap,tvdb,scene_breaks,has_caps,n_scenes,n_lines,n_chars,n_chars_per_scene,duration_raw,duration,split,usable
atwt-02-15-08,True,True,True,True,False,explicit,True,44,409,20,42.97727272727273,3534.936236,58m 54.94s,train,True
atwt-02-15-10,True,True,True,True,False,explicit,True,21,565,17,48.19047619047619,3533.821678,58m 53.82s,train,True
atwt-02-16-04,True,True,True,True,False,explicit,True,26,324,18,44.92307692307692,3333.897868,55m 33.90s,train,True
atwt-02-16-05,True,True,True,True,True,explicit,False,27,335,20,46.18518518518518,3327.791020,55m 27.79s,nelly-excluded,False
atwt-02-16-06,True,True,True,True,True,explicit,False,23,393,11,47.0,3530.988844,58m 50.99s,nelly-excluded,False
atwt-02-16-07,True,True,True,True,True,explicit,True,25,419,19,44.4,3534.495057,58m 54.50s,test,True
atwt-02-16-09,True,True,True,True,False,explicit,True,10,365,43,53.8,3535.818594,58m 55.82s,train,True
atwt-02-16-10,True,True,True,True,False,explicit,True,13,395,13,49.46153846153846,3533.914558,58m 53.91s,train,True
atwt-02-17-03,True,True,True,True,True,explicit,True,22,341,12,46.04545454545455,3314.184127,55m 14.18s,train,True
atwt-02-17-04,True,True,True,True,False,explicit,True,25,364,19,47.04,3338.890159,55m 38.89s,train,True
atwt-02-17-05,True,True,True,True,True,explicit,True,25,364,20,46.28,3285.205624,54m 45.21s,train,True
atwt-02-17-06,True,True,True,True,True,explicit,True,29,436,17,45.241379310344826,3534.936236,58m 54.94s,test,True
atwt-02-17-09,True,True,True,True,False,explicit,True,27,456,15,45.22222222222222,3534.843356,58m 54.84s,train,True
atwt-02-17-10,True,True,True,True,False,explicit,True,24,328,17,45.333333333333336,3533.334059,58m 53.33s,train,True
atwt-02-18-03,True,True,True,True,True,explicit,False,19,311,14,46.36842105263158,3275.639002,54m 35.64s,nelly-excluded,False
atwt-02-18-04,True,True,True,True,False,explicit,True,29,353,18,44.37931034482759,3298.348118,54m 58.35s,train,True
atwt-02-18-05,True,True,True,True,True,explicit,True,33,420,24,44.333333333333336,3327.280181,55m 27.28s,train,True
atwt-02-18-08,True,True,True,True,False,explicit,True,35,370,22,43.65714285714286,3535.957914,58m 55.96s,train,True
atwt-02-18-09,True,True,True,True,False,explicit,True,22,406,16,48.22727272727273,3533.821678,58m 53.82s,train,True
atwt-02-18-10,True,True,True,True,False,explicit,True,25,436,13,46.36,3533.310839,58m 53.31s,train,True
atwt-02-19-03,True,True,True,True,True,explicit,True,20,458,17,49.3,3314.091247,55m 14.09s,train,True
atwt-02-19-04,True,True,True,True,False,explicit,False,22,350,19,48.13636363636363,3338.890159,55m 38.89s,nelly-excluded,False
atwt-02-19-07,True,True,True,True,True,explicit,True,24,400,21,44.958333333333336,3535.447075,58m 55.45s,train,True
atwt-02-19-08,True,True,True,True,False,explicit,True,40,436,23,42.775,3534.959456,58m 54.96s,train,True
atwt-02-19-09,True,True,True,True,False,explicit,False,24,504,18,47.16666666666666,3533.914558,58m 53.91s,nelly-excluded,False
atwt-02-20-04,True,True,True,True,False,explicit,True,24,384,19,47.41666666666666,3338.890159,55m 38.89s,train,True
atwt-02-20-06,True,True,True,True,True,explicit,False,24,504,19,48.25,3533.937778,58m 53.94s,nelly-excluded,False
atwt-02-20-07,True,True,True,True,True,explicit,True,22,475,21,45.90909090909091,3534.471837,58m 54.47s,train,True
atwt-02-20-08,True,True,True,True,False,explicit,True,38,376,16,43.39473684210526,3533.960998,58m 53.96s,train,True
atwt-02-20-09,True,True,True,True,False,explicit,True,31,474,15,44.96774193548387,3533.868118,58m 53.87s,train,True
atwt-02-21-03,True,True,True,True,True,explicit,False,23,368,19,47.95652173913044,3379.200000,56m 19.20s,nelly-excluded,False
atwt-02-21-05,True,True,True,True,True,explicit,True,26,387,15,46.61538461538461,2332.978503,38m 52.98s,train,True
atwt-02-21-06,True,True,True,True,True,explicit,True,22,430,21,47.81818181818182,3534.959456,58m 54.96s,test,True
atwt-02-21-08,True,True,True,True,False,explicit,True,42,330,27,42.785714285714285,3535.934694,58m 55.93s,train,True
atwt-02-22-05,True,True,True,True,True,explicit,True,35,362,19,44.82857142857143,3327.791020,55m 27.79s,train,True
atwt-02-22-06,True,True,True,True,True,explicit,True,31,370,19,46.064516129032256,3534.471837,58m 54.47s,test,True
atwt-02-22-07,True,True,True,True,True,explicit,True,24,459,21,44.5,3534.425397,58m 54.43s,train,True
atwt-02-22-08,True,True,True,True,False,explicit,True,40,377,17,43.05,3534.936236,58m 54.94s,train,True
atwt-02-22-10,True,True,True,True,False,explicit,True,26,431,13,46.15384615384615,3533.914558,58m 53.91s,train,True
atwt-02-23-04,True,True,True,True,False,explicit,False,24,311,17,47.66666666666666,3333.897868,55m 33.90s,nelly-excluded,False
atwt-02-23-05,True,True,True,True,True,explicit,True,27,359,20,46.07407407407408,3328.789478,55m 28.79s,train,True
atwt-02-23-06,True,True,True,True,False,explicit,False,35,470,23,45.2,3534.448617,58m 54.45s,nelly-excluded,False
atwt-02-23-10,True,True,True,True,False,explicit,True,23,489,18,47.21739130434783,3533.868118,58m 53.87s,train,True
atwt-02-24-03,True,True,True,True,True,explicit,True,21,343,20,47.42857142857143,3379.710839,56m 19.71s,train,True
atwt-02-24-04,True,True,True,True,False,explicit,True,25,391,19,48.56,3333.897868,55m 33.90s,train,True
atwt-02-24-05,True,True,True,True,True,explicit,True,32,446,21,45.53125,3328.766259,55m 28.77s,train,True
atwt-02-24-06,True,True,True,True,True,explicit,False,33,447,25,43.51515151515152,3534.448617,58m 54.45s,nelly-excluded,False
atwt-02-24-09,True,True,True,True,False,none,True,54,592,17,2.055555555555556,3533.960998,58m 53.96s,train,True
atwt-02-24-10,True,True,True,True,False,explicit,True,26,477,13,46.80769230769231,3533.403719,58m 53.40s,train,True
atwt-02-25-03,True,True,True,True,True,explicit,True,27,434,22,46.48148148148148,3340.701315,55m 40.70s,train,True
atwt-02-25-04,True,True,True,True,False,explicit,False,29,491,19,44.310344827586206,3294.354286,54m 54.35s,nelly-excluded,False
atwt-02-25-05,True,True,True,True,True,explicit,True,34,283,19,42.70588235294117,3287.736599,54m 47.74s,train,True
atwt-02-25-08,True,True,True,True,False,explicit,True,29,402,19,44.3448275862069,3535.911474,58m 55.91s,train,True
atwt-02-25-09,True,True,True,True,False,explicit,True,22,446,16,46.90909090909091,3533.473379,58m 53.47s,train,True
atwt-02-25-10,True,True,True,True,False,explicit,True,24,530,19,46.875,3533.310839,58m 53.31s,train,True
atwt-02-26-03,True,True,True,True,True,explicit,True,22,421,21,47.22727272727273,3380.732517,56m 20.73s,train,True
atwt-02-26-04,True,True,True,True,False,explicit,True,25,327,15,45.88,3333.897868,55m 33.90s,train,True
atwt-02-26-07,True,True,True,True,False,explicit,True,23,400,23,46.65217391304348,3534.448617,58m 54.45s,train,True
atwt-02-26-08,True,True,True,True,False,explicit,True,47,349,26,41.82978723404256,3534.982676,58m 54.98s,train,True
atwt-02-26-09,True,True,True,True,False,explicit,True,30,427,16,45.16666666666666,3534.936236,58m 54.94s,train,True
atwt-02-26-10,True,True,True,True,False,explicit,True,29,452,14,46.06896551724138,3533.426939,58m 53.43s,train,True
atwt-02-27-03,True,True,True,True,True,explicit,True,31,418,21,45.29032258064516,3381.754195,56m 21.75s,train,True
atwt-02-27-04,True,True,True,True,False,explicit,True,27,384,18,46.0,3333.897868,55m 33.90s,train,True
atwt-02-27-06,True,True,True,True,False,explicit,True,27,346,15,44.407407407407405,3535.957914,58m 55.96s,train,True
atwt-02-27-07,True,True,True,True,True,explicit,True,28,460,20,46.785714285714285,3535.005896,58m 55.01s,train,True
atwt-02-27-08,True,True,True,True,False,explicit,True,48,456,19,41.270833333333336,3535.957914,58m 55.96s,train,True
atwt-02-27-09,True,True,True,True,False,explicit,True,28,515,18,45.17857142857143,3534.936236,58m 54.94s,train,True
atwt-02-28-05,True,True,True,True,True,explicit,False,34,390,23,44.44117647058823,3327.744580,55m 27.74s,nelly-excluded,False
atwt-02-28-06,True,True,True,True,False,explicit,True,27,377,18,45.22222222222222,3534.936236,58m 54.94s,train,True
atwt-02-28-07,True,True,True,True,True,explicit,True,20,464,14,48.6,3534.959456,58m 54.96s,train,True
atwt-02-28-08,True,True,True,True,False,explicit,True,44,393,21,42.5,3535.493515,58m 55.49s,train,True
atwt-02-29-08,True,True,True,True,False,explicit,True,31,372,21,44.483870967741936,3534.959456,58m 54.96s,train,True
atwt-03-01-04,True,True,True,True,False,explicit,True,28,371,22,44.75,3333.897868,55m 33.90s,train,True
atwt-03-01-05,True,True,True,True,True,explicit,True,34,379,17,44.8235294117647,3286.227302,54m 46.23s,train,True
atwt-03-01-06,True,True,True,True,True,explicit,True,27,378,18,45.2962962962963,3534.471837,58m 54.47s,train,True
atwt-03-01-07,True,True,True,True,False,explicit,True,22,283,14,43.90909090909091,3534.448617,58m 54.45s,train,True
atwt-03-01-10,True,True,True,True,False,explicit,True,25,466,15,47.84,3533.426939,58m 53.43s,train,True
atwt-03-02-04,True,True,True,True,False,explicit,True,27,360,16,47.03703703703704,3333.387029,55m 33.39s,train,True
atwt-03-02-05,True,True,True,True,True,explicit,True,30,381,25,46.63333333333333,3328.789478,55m 28.79s,train,True
atwt-03-02-06,True,True,True,True,False,explicit,True,28,388,20,45.535714285714285,3534.448617,58m 54.45s,train,True
atwt-03-02-07,True,True,True,True,False,explicit,True,24,483,20,47.708333333333336,3534.425397,58m 54.43s,train,True
atwt-03-02-09,True,True,True,True,False,explicit,True,25,540,18,47.6,3534.843356,58m 54.84s,train,True
atwt-03-02-10,True,True,True,True,False,explicit,True,23,362,17,45.130434782608695,3533.937778,58m 53.94s,train,True
atwt-03-03-05,True,True,True,True,True,explicit,False,31,393,22,44.58064516129032,3327.767800,55m 27.77s,nelly-excluded,False
atwt-03-03-08,True,True,True,True,False,explicit,True,33,449,24,45.24242424242424,3535.447075,58m 55.45s,train,True
atwt-03-03-09,True,True,True,True,False,explicit,True,24,452,15,46.833333333333336,3534.820136,58m 54.82s,train,True
atwt-03-03-10,True,True,True,True,False,explicit,True,28,440,19,46.32142857142857,3533.821678,58m 53.82s,train,True
atwt-03-04-03,True,True,True,True,True,explicit,False,22,339,21,46.95454545454545,3377.713923,56m 17.71s,nelly-excluded,False
atwt-03-04-05,True,True,True,True,True,explicit,True,28,423,22,45.32142857142857,3327.767800,55m 27.77s,train,True
atwt-03-04-08,True,True,True,True,False,explicit,True,36,384,22,44.44444444444444,3534.936236,58m 54.94s,train,True
atwt-03-04-09,True,True,True,True,False,explicit,True,26,570,15,47.69230769230769,3534.866576,58m 54.87s,train,True
atwt-03-04-10,True,True,True,True,False,explicit,True,25,426,13,44.92,3528.829388,58m 48.83s,train,True
atwt-03-05-03,True,True,True,True,True,explicit,True,17,335,10,48.76470588235294,3409.757460,56m 49.76s,train,True
atwt-03-05-04,True,True,True,True,False,explicit,False,25,357,22,47.72,3338.890159,55m 38.89s,nelly-excluded,False
atwt-03-05-07,True,True,True,True,False,explicit,True,28,474,20,45.67857142857143,3534.495057,58m 54.50s,train,True
atwt-03-05-08,True,True,True,True,False,explicit,True,41,342,17,41.65853658536585,3534.959456,58m 54.96s,train,True
atwt-03-05-09,True,True,True,True,False,explicit,True,28,605,19,46.5,3533.960998,58m 53.96s,train,True
atwt-03-06-03,True,True,True,True,True,explicit,True,25,369,14,46.28,3369.726259,56m 9.73s,train,True
atwt-03-06-06,True,True,True,True,True,explicit,True,30,445,22,45.4,3534.471837,58m 54.47s,test,True
atwt-03-06-07,True,True,True,True,False,none,True,41,495,20,2.1707317073170733,3535.470295,58m 55.47s,train,True
atwt-03-06-08,True,True,True,True,False,explicit,True,28,458,21,46.035714285714285,3534.959456,58m 54.96s,train,True
atwt-03-06-09,True,True,True,True,False,explicit,True,31,468,17,45.903225806451616,3533.403719,58m 53.40s,train,True
atwt-03-07-03,True,True,True,True,True,explicit,True,27,431,20,45.851851851851855,3411.800816,56m 51.80s,train,True
atwt-03-07-05,True,True,True,True,True,explicit,True,21,378,25,47.19047619047619,3288.735057,54m 48.74s,train,True
atwt-03-07-07,True,True,True,True,False,none,True,36,457,18,2.1944444444444446,3534.471837,58m 54.47s,train,True
atwt-03-07-08,True,True,True,True,False,explicit,True,33,363,19,44.51515151515152,3534.959456,58m 54.96s,train,True
atwt-03-08-04,True,True,True,True,False,explicit,True,22,380,24,46.72727272727273,3338.402540,55m 38.40s,train,True
atwt-03-08-05,True,True,True,True,True,explicit,True,29,425,19,46.86206896551724,3328.789478,55m 28.79s,train,True
atwt-03-08-06,True,True,True,True,True,explicit,False,29,498,24,46.13793103448276,3534.448617,58m 54.45s,nelly-excluded,False
atwt-03-08-07,True,True,True,True,False,none,True,35,538,26,2.571428571428572,3534.471837,58m 54.47s,train,True
atwt-03-08-10,True,True,True,True,False,explicit,True,26,467,15,46.53846153846154,3534.332517,58m 54.33s,train,True
atwt-03-09-04,True,True,True,True,False,explicit,True,23,342,23,46.0,3338.750839,55m 38.75s,train,True
atwt-03-09-05,True,True,True,True,True,explicit,True,22,445,20,48.04545454545455,3327.256961,55m 27.26s,train,True
atwt-03-09-06,True,True,True,True,True,explicit,True,28,452,20,44.92857142857143,3533.960998,58m 53.96s,test,True
atwt-03-09-09,True,True,True,True,False,explicit,True,29,451,16,45.86206896551724,3534.843356,58m 54.84s,train,True
atwt-03-09-10,True,True,True,True,False,explicit,True,26,379,15,46.26923076923077,3533.403719,58m 53.40s,train,True
atwt-03-10-03,True,True,True,True,True,explicit,True,24,386,18,48.29166666666666,3381.243356,56m 21.24s,train,True
atwt-03-10-04,True,True,True,True,False,explicit,False,26,464,27,46.61538461538461,3293.680907,54m 53.68s,nelly-excluded,False
atwt-03-10-05,True,True,True,False,True,implicit,True,35,362,20,44.82857142857143,3327.256961,55m 27.26s,train,True
atwt-03-10-06,True,True,True,True,False,explicit,True,29,377,23,44.44827586206897,3533.960998,58m 53.96s,train,True
atwt-03-10-09,True,True,True,True,False,explicit,True,25,468,13,47.72,3534.355737,58m 54.36s,train,True
atwt-03-10-10,True,True,True,True,False,explicit,True,23,404,15,47.26086956521739,3533.380499,58m 53.38s,train,True
atwt-03-11-04,True,True,True,True,False,explicit,True,25,376,22,47.92,3333.758549,55m 33.76s,train,True
atwt-03-11-05,True,True,True,True,True,explicit,False,31,420,20,45.096774193548384,3326.235283,55m 26.24s,nelly-excluded,False
atwt-03-11-08,True,True,True,True,False,explicit,True,39,349,27,42.61538461538461,3534.889796,58m 54.89s,train,True
atwt-03-11-09,True,True,True,True,False,explicit,True,30,598,20,45.8,3534.843356,58m 54.84s,train,True
atwt-03-11-10,True,True,True,True,False,explicit,True,26,526,16,46.92307692307692,3533.821678,58m 53.82s,train,True
atwt-03-12-03,True,True,True,True,True,explicit,True,18,360,14,48.22222222222222,3380.221678,56m 20.22s,train,True
atwt-03-12-04,True,True,True,True,False,explicit,True,29,390,28,45.172413793103445,3338.216780,55m 38.22s,train,True
atwt-03-12-07,True,True,True,True,False,explicit,True,18,493,13,48.11111111111112,3534.471837,58m 54.47s,train,True
atwt-03-12-08,True,True,True,True,False,explicit,True,34,365,20,43.94117647058823,3535.841814,58m 55.84s,train,True
atwt-03-12-09,True,True,True,True,False,explicit,True,24,510,19,46.41666666666666,3533.844898,58m 53.84s,train,True
atwt-03-12-10,True,True,True,True,False,explicit,True,24,386,11,45.333333333333336,3533.891338,58m 53.89s,train,True
atwt-03-13-06,True,True,True,True,False,explicit,True,31,391,18,44.38709677419355,3533.960998,58m 53.96s,train,True
atwt-03-13-07,True,True,True,True,False,explicit,True,23,487,18,47.869565217391305,3534.425397,58m 54.43s,train,True
atwt-03-13-08,True,True,True,True,False,explicit,True,41,459,26,44.4390243902439,3534.820136,58m 54.82s,train,True
atwt-03-13-09,True,True,True,True,False,explicit,True,29,601,15,46.3448275862069,3532.823220,58m 52.82s,train,True
atwt-03-14-03,True,True,True,True,True,explicit,True,24,397,22,47.958333333333336,3380.221678,56m 20.22s,train,True
atwt-03-14-05,True,True,True,True,True,explicit,True,30,426,20,46.1,3325.260045,55m 25.26s,train,True
atwt-03-14-06,True,True,True,True,True,explicit,True,24,424,19,47.083333333333336,3534.471837,58m 54.47s,train,True
atwt-03-14-07,True,True,True,True,True,explicit,True,30,507,26,43.9,3534.936236,58m 54.94s,train,True
atwt-03-14-08,True,True,True,True,False,explicit,True,44,462,22,43.18181818181818,3534.820136,58m 54.82s,train,True
atwt-03-15-04,True,True,True,True,False,explicit,False,23,321,17,47.73913043478261,3338.216780,55m 38.22s,nelly-excluded,False
atwt-03-15-05,True,True,True,True,True,explicit,True,33,381,26,44.30303030303031,3326.792562,55m 26.79s,train,True
atwt-03-15-06,True,True,True,True,True,explicit,True,30,350,19,44.03333333333333,3534.425397,58m 54.43s,train,True
atwt-03-15-10,True,True,True,True,False,explicit,True,21,411,15,48.04761904761905,3533.403719,58m 53.40s,train,True
atwt-03-16-04,True,True,True,True,False,explicit,False,26,437,18,47.03846153846154,3298.162358,54m 58.16s,nelly-excluded,False
atwt-03-16-05,True,True,True,True,True,explicit,True,27,414,26,46.81481481481482,3287.202540,54m 47.20s,train,True
atwt-03-16-09,True,True,True,True,False,explicit,True,25,454,17,47.36,3533.821678,58m 53.82s,train,True
atwt-03-17-08,True,True,True,True,False,explicit,True,44,419,28,42.86363636363637,3534.843356,58m 54.84s,train,True
atwt-03-17-09,True,True,True,True,False,explicit,True,25,507,14,46.12,3534.936236,58m 54.94s,train,True
atwt-03-17-10,True,True,True,True,False,explicit,True,28,466,20,46.71428571428572,3533.937778,58m 53.94s,train,True
atwt-03-18-03,True,True,True,True,True,explicit,True,23,306,17,46.78260869565217,3373.255692,56m 13.26s,train,True
atwt-03-18-08,True,True,True,True,False,explicit,True,35,456,25,47.02857142857143,3535.865034,58m 55.87s,train,True
atwt-03-18-09,True,True,True,True,False,explicit,True,23,453,11,46.04347826086956,3535.354195,58m 55.35s,train,True
atwt-03-19-03,True,True,True,True,True,explicit,True,18,318,18,49.55555555555556,3375.763447,56m 15.76s,train,True
